3 1 2 4 0 5 56 0 27 
3 1 2 6 0 5 56 0 27 
2 3 2 6 0 5 56 4 31 
1 5 1 4 0 5 56 0 27 
1 4 1 6 0 5 16 0 27 
0 5 0 7 1 5 56 3 27 
4 1 1 7 1 2 56 3 27 
3 0 1 6 1 1 16 3 35 
3 0 2 6 0 5 8 1 25 
0 4 1 7 0 2 72 0 37 
3 2 2 4 0 5 16 0 27 
0 4 2 4 0 5 16 0 27 
0 6 0 7 0 2 56 0 27 
2 5 0 4 0 4 25 0 66 
4 3 1 4 0 4 71 0 27 
3 2 5 6 2 0 71 1 29 
0 4 1 6 0 2 56 3 36 
3 3 3 4 0 4 71 3 27 
0 3 2 4 0 1 71 0 27 
3 0 2 6 0 4 71 0 27 
0 5 2 8 2 2 56 0 27 
2 5 3 8 2 2 56 0 27 
3 2 1 8 0 4 56 0 27 
0 4 2 6 0 5 71 0 27 
0 2 1 6 0 4 29 0 42 
3 1 1 4 0 1 56 0 27 
0 4 4 2 2 2 56 0 27 
3 3 1 4 2 0 57 3 36 
4 1 1 8 0 4 71 0 27 
3 2 2 4 0 4 56 0 27 
0 3 4 1 2 0 56 0 27 
3 0 1 6 2 0 56 0 27 
0 3 1 4 1 3 56 3 32 
4 2 2 2 2 0 56 0 27 
3 3 0 6 1 1 56 0 27 
3 2 2 4 0 4 56 3 27 
0 5 1 7 0 5 56 0 27 
0 5 4 3 0 4 56 0 27 
0 4 2 3 0 5 56 4 31 
3 1 1 4 0 4 71 3 29 
0 5 0 4 2 1 56 0 27 
0 4 1 8 0 4 70 1 25 
0 6 1 4 2 1 56 0 27 
3 1 0 8 0 5 71 3 36 
0 6 0 8 2 1 56 0 27 
3 3 2 4 2 1 30 4 54 
3 0 0 6 2 1 56 3 35 
3 2 4 8 0 4 56 0 27 
0 4 4 6 0 3 56 4 40 
3 2 2 3 0 4 56 0 27 
3 4 4 2 2 1 56 3 34 
2 3 4 2 2 1 13 0 13 
3 0 1 6 0 2 71 0 28 
3 1 2 6 2 1 56 0 27 
5 6 1 7 2 1 69 0 21 
0 3 4 2 0 2 56 3 35 
0 1 1 4 0 4 56 3 29 
4 1 1 8 0 3 56 3 36 
0 4 0 3 0 2 56 0 27 
2 4 1 6 0 4 56 0 27 
0 3 4 8 0 2 29 3 46 
1 2 2 6 0 3 56 0 27 
2 6 0 6 0 2 71 0 27 
0 5 3 6 0 3 56 0 27 
4 1 1 4 0 5 56 0 27 
3 1 4 6 0 3 68 0 20 
3 4 2 5 2 0 56 0 27 
3 0 1 6 0 5 52 1 27 
3 0 2 6 2 0 56 0 27 
0 3 1 8 2 0 56 0 27 
3 0 1 6 2 5 56 0 27 
0 1 4 6 2 5 56 0 27 
3 1 1 6 0 5 16 0 27 
2 3 4 8 2 0 33 0 52 
3 4 2 8 0 5 71 0 27 
3 4 4 5 2 0 44 4 9 
2 3 2 4 2 1 71 0 27 
3 2 4 6 2 0 51 1 21 
0 4 1 6 0 5 56 0 27 
3 1 1 4 2 1 56 0 27 
0 2 2 4 2 5 16 1 64 
3 4 2 4 0 5 56 0 27 
0 5 2 6 2 0 56 0 27 
0 4 4 0 2 0 56 0 27 
0 5 2 6 0 2 71 4 31 
3 2 1 8 2 5 72 3 37 
3 3 0 6 1 2 56 3 40 
3 2 2 6 0 5 16 3 35 
2 3 2 1 2 0 56 0 27 
0 5 1 6 2 0 29 0 52 
0 5 0 3 0 2 57 4 40 
0 3 2 5 0 2 56 0 27 
0 6 1 6 0 2 53 3 24 
4 3 0 8 0 2 56 0 27 
1 3 2 4 0 0 56 0 27 
3 2 1 6 1 2 56 0 27 
4 2 1 4 0 2 56 0 27 
2 3 1 6 0 2 71 0 27 
3 3 3 4 0 5 56 0 27 
0 5 0 7 0 2 71 0 27 
3 1 4 2 0 1 67 0 13 
0 2 2 4 0 0 56 3 27 
5 6 0 6 0 2 71 0 34 
3 3 0 6 1 2 56 0 27 
0 5 1 6 0 5 71 0 27 
0 4 0 4 0 2 56 0 27 
0 6 1 6 0 3 71 0 27 
0 4 0 8 0 2 56 3 27 
3 2 2 4 0 0 56 0 27 
2 4 2 3 0 1 56 0 27 
0 6 5 7 0 0 56 3 36 
0 2 3 3 0 2 56 0 13 
0 5 0 7 1 2 56 0 27 
3 2 1 4 1 2 23 0 27 
0 2 4 1 0 2 71 0 27 
4 3 2 4 0 1 71 0 31 
4 2 4 3 0 2 29 3 78 
0 4 0 7 0 2 71 3 27 
0 4 1 4 0 2 56 0 27 
3 3 0 4 0 2 56 0 27 
3 5 0 6 0 2 56 0 27 
0 6 0 6 0 2 56 0 27 
3 3 2 3 0 4 56 0 27 
2 2 2 5 0 2 71 0 27 
0 3 1 7 0 4 16 1 21 
3 0 1 7 0 4 56 4 31 
0 4 2 8 0 2 56 0 27 
2 4 1 4 0 2 56 0 27 
0 4 0 6 0 2 56 0 27 
2 4 4 6 0 5 38 0 74 
0 5 1 7 1 2 56 0 27 
0 3 2 4 0 5 56 0 27 
5 6 1 7 0 2 26 1 13 
0 4 0 7 0 2 71 3 27 
3 1 1 4 0 1 20 1 21 
0 5 1 7 0 4 56 0 27 
3 1 2 4 0 5 37 0 27 
0 5 1 4 0 5 56 3 35 
0 3 2 1 0 5 16 3 29 
3 1 1 4 0 5 56 3 31 
0 1 2 5 0 5 56 0 27 
0 5 1 6 0 5 16 1 12 
0 4 2 4 0 5 56 3 32 
2 4 4 2 0 5 16 0 27 
0 5 0 7 1 2 56 3 36 
0 3 2 1 0 4 39 1 25 
0 1 0 4 0 5 71 0 27 
0 4 2 1 0 5 29 4 44 
1 4 0 6 0 5 16 3 28 
0 5 2 4 0 5 56 4 35 
0 3 2 4 0 5 16 0 27 
3 2 1 4 0 5 71 0 27 
3 2 1 4 0 5 71 0 27 
0 4 2 6 0 5 56 3 35 
5 4 1 6 1 3 56 0 36 
0 2 1 7 0 2 71 0 27 
0 5 1 8 0 5 56 3 35 
4 3 1 4 0 5 29 0 42 
3 1 0 4 0 5 29 3 76 
0 4 0 4 0 5 56 0 27 
3 3 0 8 0 5 56 0 27 
0 4 2 6 0 5 56 0 27 
3 1 4 6 0 2 29 1 42 
0 3 0 7 1 5 56 0 27 
4 4 4 1 2 0 29 3 55 
0 3 2 4 0 5 71 0 27 
3 1 2 4 2 2 56 0 20 
0 6 0 6 0 1 29 0 52 
5 6 1 4 2 2 29 0 52 
0 4 2 6 0 1 71 0 27 
0 5 2 6 0 5 57 3 39 
3 1 0 4 0 1 56 0 27 
5 6 0 8 0 1 56 0 27 
0 3 1 4 2 2 56 3 27 
0 4 2 7 0 5 77 0 66 
2 4 2 3 0 5 56 3 40 
0 5 0 7 0 1 56 0 27 
3 2 4 3 2 0 56 0 27 
4 4 4 2 2 0 56 0 27 
0 2 2 3 0 1 35 4 79 
0 5 3 1 2 0 56 0 27 
3 4 1 7 0 1 56 0 27 
5 4 2 3 0 4 70 1 25 
3 1 2 4 0 2 56 3 27 
3 1 2 6 1 3 29 0 52 
0 3 2 7 0 1 69 1 21 
0 6 1 8 1 3 56 0 27 
3 3 1 5 1 0 16 4 31 
0 5 0 7 0 1 29 0 42 
1 2 2 4 1 0 71 0 27 
3 4 0 4 0 4 56 0 27 
0 3 4 2 2 1 56 0 27 
3 1 1 5 2 1 56 0 27 
0 4 1 4 2 1 3 1 27 
0 6 0 6 0 0 29 0 42 
0 5 2 2 2 1 30 0 71 
4 2 2 4 0 2 29 0 52 
0 6 1 6 0 1 71 0 27 
4 5 3 6 0 2 2 0 49 
3 4 0 4 2 1 56 0 27 
0 5 0 4 2 1 34 0 42 
0 4 0 7 2 1 29 0 42 
0 3 1 6 0 3 56 0 27 
0 3 1 7 0 2 56 0 27 
3 2 2 4 2 1 56 0 27 
0 4 1 4 0 4 29 0 42 
4 2 1 3 0 4 44 0 25 
3 2 1 4 0 2 56 0 27 
5 5 1 6 0 4 56 0 27 
5 6 1 6 0 3 56 0 27 
2 6 0 6 0 2 71 0 27 
0 5 1 6 0 4 23 3 27 
3 2 4 5 0 4 29 1 75 
0 2 2 4 2 1 56 0 27 
2 4 0 4 0 5 56 0 27 
3 3 1 4 2 5 56 0 27 
5 4 1 4 0 0 71 0 27 
3 4 1 8 0 4 56 0 27 
0 4 1 1 0 5 25 3 71 
0 6 2 1 0 2 56 0 27 
0 4 2 8 0 0 56 0 27 
0 4 2 4 2 5 40 0 59 
3 4 1 8 2 5 29 0 52 
3 5 5 4 2 5 56 0 27 
0 3 2 6 0 2 56 0 27 
3 1 0 6 0 5 56 0 27 
0 3 2 6 2 5 0 1 17 
3 1 1 4 2 2 71 0 27 
3 1 4 4 2 5 58 1 67 
0 4 2 4 2 5 56 0 27 
3 4 1 3 0 5 56 0 27 
0 2 2 8 2 2 71 1 27 
3 2 2 4 2 5 56 3 33 
0 3 1 7 1 2 0 1 27 
4 5 2 4 2 5 56 0 27 
0 3 2 4 2 5 56 0 27 
0 3 0 7 0 5 56 0 27 
3 1 2 4 0 1 56 3 35 
0 2 2 3 0 1 56 3 35 
3 0 2 6 0 2 56 0 27 
3 1 1 7 0 3 23 0 27 
3 4 4 6 0 5 25 4 71 
3 3 0 7 0 2 56 0 27 
0 3 1 4 0 2 56 0 27 
3 1 2 8 0 0 56 4 31 
0 2 1 7 0 0 56 0 27 
3 1 2 7 0 2 56 0 27 
3 1 1 4 0 0 56 0 27 
0 3 2 6 0 3 25 0 52 
3 5 1 7 0 2 56 0 27 
3 1 1 8 0 0 56 0 27 
0 4 1 4 0 4 56 0 27 
4 4 0 7 0 2 71 0 27 
4 3 1 1 0 0 56 0 27 
4 3 1 7 1 0 71 3 36 
3 2 4 8 0 5 56 0 27 
3 3 1 7 0 4 56 0 27 
2 4 1 4 0 5 23 1 25 
0 2 1 7 0 3 71 0 36 
4 2 1 8 2 1 0 1 21 
3 3 1 8 2 0 14 0 6 
3 1 2 6 2 0 44 0 10 
3 1 4 4 2 1 56 0 27 
3 1 0 6 0 5 21 1 13 
4 2 1 4 0 5 56 3 35 
0 6 0 6 0 5 16 0 27 
3 2 2 8 2 0 56 3 29 
0 5 5 6 1 3 56 4 31 
3 0 1 8 0 5 56 0 27 
3 1 4 6 2 0 37 1 71 
0 3 4 2 2 0 37 0 71 
0 5 1 6 2 0 25 1 64 
0 4 4 2 2 0 56 3 36 
4 2 2 3 0 5 56 0 27 
0 5 0 6 0 5 56 0 27 
3 1 1 3 2 1 37 4 31 
0 5 0 4 2 0 56 0 27 
3 2 2 4 2 5 56 3 32 
0 4 2 6 2 0 56 4 31 
1 3 1 8 2 1 29 0 71 
0 4 2 6 2 0 65 1 7 
2 3 0 6 2 5 56 3 37 
3 4 0 7 2 1 16 1 21 
3 1 4 6 2 0 37 3 73 
0 4 0 8 0 4 23 0 35 
3 1 2 7 0 5 56 3 28 
3 2 2 4 0 0 56 0 27 
4 5 1 4 0 0 71 0 27 
2 6 0 4 0 2 56 0 27 
1 4 1 6 0 3 71 3 27 
2 4 2 7 0 0 56 0 27 
0 2 2 3 0 2 56 0 27 
0 4 4 6 0 2 56 3 27 
3 0 2 8 1 3 56 0 27 
0 6 1 7 0 4 56 0 27 
0 3 2 4 0 5 71 0 27 
5 5 0 7 1 0 56 0 27 
3 1 2 8 0 5 16 3 36 
3 2 1 4 0 5 69 3 21 
0 4 0 6 0 5 56 0 36 
3 1 2 8 1 1 16 0 27 
5 6 0 8 2 0 49 3 13 
5 6 0 6 0 5 56 0 27 
0 3 0 4 0 1 72 3 40 
3 1 1 8 0 5 56 0 27 
3 4 0 8 0 5 56 0 27 
2 5 2 3 2 0 56 0 27 
3 0 2 6 2 0 56 3 28 
0 3 4 2 1 3 3 1 27 
5 3 2 6 0 1 16 0 27 
3 2 2 3 2 0 46 0 6 
2 5 1 7 0 2 56 0 27 
2 4 2 3 0 4 71 3 27 
4 2 2 4 0 4 71 0 27 
0 2 3 4 0 4 23 4 27 
0 6 2 4 2 0 12 1 27 
0 4 2 6 0 5 56 0 27 
0 3 2 7 1 3 56 0 27 
0 3 0 8 2 0 56 0 27 
2 4 4 3 0 4 79 0 80 
0 5 1 7 0 5 56 0 28 
0 6 1 6 0 3 23 0 27 
5 5 0 6 0 5 56 0 27 
0 4 5 7 2 2 56 0 27 
3 3 2 8 0 1 71 0 27 
3 0 1 6 0 2 56 0 27 
5 3 1 8 0 4 71 0 33 
4 5 2 6 2 5 37 3 35 
3 2 2 8 2 5 56 0 27 
1 4 3 6 2 5 56 1 27 
2 4 2 6 2 5 56 0 27 
0 6 1 7 2 5 29 0 52 
1 4 2 1 2 5 56 0 27 
4 5 1 7 0 4 71 3 27 
5 6 1 6 0 2 71 0 27 
0 4 1 7 0 2 71 0 36 
4 3 1 7 2 2 23 0 27 
3 4 1 7 1 3 56 3 36 
0 2 2 5 2 5 76 0 59 
0 3 1 8 0 4 65 1 6 
2 4 2 6 2 5 65 1 6 
0 5 2 4 2 5 56 0 27 
3 3 2 4 2 5 56 0 27 
3 1 2 6 2 5 56 3 36 
3 3 1 4 2 5 56 3 36 
3 2 0 7 0 5 69 1 21 
4 1 2 4 2 5 56 0 27 
3 2 2 6 0 0 57 3 35 
2 2 1 7 0 2 71 0 27 
0 4 5 4 0 5 56 0 27 
3 0 1 6 0 1 56 0 27 
2 1 1 5 0 2 56 4 31 
3 1 1 4 1 2 56 3 27 
0 3 1 4 2 2 56 1 27 
3 3 0 7 0 1 41 1 59 
3 1 2 8 2 2 56 0 27 
3 1 1 4 0 5 56 0 27 
3 3 1 7 0 5 56 0 27 
3 1 4 8 2 0 37 3 75 
4 2 2 8 0 4 56 0 27 
3 0 2 6 0 4 56 0 27 
5 6 0 7 2 2 56 0 27 
0 6 1 7 0 2 29 1 47 
0 3 2 7 0 2 56 3 35 
3 3 0 7 0 0 56 0 36 
3 1 4 2 0 2 71 0 27 
1 2 2 4 0 1 71 0 27 
4 5 5 6 0 2 71 0 27 
3 1 2 4 0 1 56 1 29 
2 5 0 8 0 2 23 4 36 
2 3 2 3 2 1 56 0 27 
0 2 2 8 2 1 30 3 57 
5 5 1 6 0 4 65 1 6 
2 2 0 6 2 1 69 0 21 
0 2 2 3 2 1 67 0 13 
0 2 2 4 0 3 56 0 27 
3 3 2 6 2 1 18 1 17 
0 3 4 3 0 5 58 1 80 
0 3 1 4 0 1 16 1 24 
3 3 0 6 2 1 56 0 27 
3 4 5 7 0 5 56 0 28 
3 2 1 8 2 1 56 0 27 
0 5 0 8 2 1 56 0 27 
3 4 1 4 2 1 56 0 27 
0 3 2 4 0 3 56 0 27 
2 3 4 1 0 4 56 0 27 
0 4 1 1 2 1 71 0 27 
3 1 2 6 1 2 56 3 31 
3 2 0 8 0 2 56 0 27 
3 2 4 8 0 4 56 0 27 
0 3 2 3 2 1 56 0 27 
0 2 2 8 2 1 35 1 77 
3 2 3 7 0 2 56 0 27 
3 5 1 3 2 1 67 0 13 
0 3 4 3 0 4 56 3 40 
2 3 2 8 2 5 56 0 27 
4 1 2 4 0 2 56 0 27 
3 3 2 6 2 5 56 1 27 
3 6 1 6 2 5 56 0 27 
3 3 3 7 2 2 23 0 48 
3 1 2 6 2 5 56 0 27 
0 4 2 6 2 5 54 1 6 
0 3 5 7 2 5 56 0 27 
0 4 1 3 2 5 71 0 27 
4 4 1 4 2 5 65 0 6 
0 4 1 4 2 5 37 0 76 
5 4 3 6 0 0 71 0 27 
0 4 2 6 2 5 26 1 64 
2 3 1 8 0 5 56 0 27 
3 0 2 6 2 5 56 3 35 
2 4 2 3 0 4 6 0 42 
2 6 1 6 2 5 56 0 27 
0 5 1 4 0 2 56 0 27 
3 4 3 7 0 5 71 0 36 
4 4 2 2 2 5 52 0 65 
3 1 2 4 2 1 0 1 6 
0 1 2 4 2 1 14 0 66 
0 5 1 4 0 4 71 0 27 
3 5 1 4 0 3 71 0 27 
2 4 0 8 0 4 50 0 13 
3 1 2 4 2 1 56 0 27 
2 2 2 6 2 1 56 0 13 
0 3 1 4 2 1 56 4 27 
3 1 2 6 2 1 56 0 27 
0 1 4 2 2 1 67 4 15 
0 4 5 7 0 4 56 0 27 
3 4 2 6 0 3 56 0 27 
0 2 2 1 2 1 56 0 27 
3 3 1 4 0 4 56 3 29 
3 4 2 4 0 4 56 0 27 
3 1 2 3 2 1 56 3 27 
3 3 1 6 1 2 65 1 6 
3 4 0 8 0 4 56 0 27 
3 3 0 4 0 4 46 0 12 
3 1 1 8 2 1 56 0 27 
3 0 1 6 2 1 56 3 27 
0 4 0 4 2 1 69 1 21 
3 0 2 6 0 1 71 0 27 
3 2 2 6 0 3 64 0 4 
4 2 2 6 0 1 26 1 21 
0 4 2 6 2 1 56 0 27 
0 4 2 1 2 1 56 0 27 
5 5 2 3 2 1 30 1 54 
3 3 1 4 2 1 56 0 27 
5 5 0 7 2 1 56 0 27 
3 1 2 4 0 3 71 0 27 
3 2 2 4 0 1 71 3 36 
3 3 4 8 0 2 29 0 52 
2 2 2 4 0 4 56 0 27 
0 5 1 6 0 4 56 0 27 
2 4 2 8 0 4 65 0 6 
0 4 0 4 0 1 56 0 27 
3 1 1 6 0 2 29 0 52 
3 1 2 6 0 3 71 0 27 
0 3 2 6 0 4 56 0 27 
3 2 2 4 2 1 56 3 27 
3 0 2 6 0 5 16 0 27 
0 3 1 6 0 5 29 1 52 
3 1 2 1 0 5 37 3 77 
3 1 2 4 0 2 56 0 27 
3 1 2 8 0 2 56 0 27 
0 1 3 7 0 2 71 0 27 
1 3 2 7 1 3 56 0 27 
1 2 2 4 0 5 56 0 27 
3 4 0 3 1 5 56 0 27 
0 3 1 7 1 0 56 0 27 
0 4 0 7 0 2 55 0 27 
3 3 2 4 0 5 56 0 27 
5 4 0 4 0 2 56 0 27 
0 2 2 8 0 2 56 0 27 
0 4 4 3 0 1 56 0 27 
0 5 1 6 0 5 56 0 27 
5 6 0 6 0 2 56 0 27 
0 4 1 4 0 2 56 0 27 
0 5 1 6 0 5 56 0 27 
3 3 2 4 0 5 25 1 11 
3 3 1 1 0 1 58 1 59 
3 2 2 0 0 5 56 0 27 
2 2 1 6 0 5 16 0 27 
0 5 1 8 0 5 71 0 27 
3 3 4 2 0 5 25 1 22 
3 3 0 8 2 5 23 1 6 
3 1 1 4 0 5 56 4 31 
3 3 4 2 2 0 29 1 36 
5 6 2 2 2 5 56 0 27 
4 2 2 6 2 0 56 0 27 
3 2 2 3 2 0 56 3 35 
5 6 5 6 0 5 56 0 27 
4 2 2 8 0 5 29 1 58 
2 4 4 8 2 1 71 3 35 
0 6 1 4 0 5 56 0 27 
2 4 2 1 2 1 56 0 27 
3 2 1 4 2 1 56 0 27 
3 3 3 4 2 1 56 4 35 
4 1 2 4 0 2 71 0 27 
5 2 2 2 2 0 56 0 27 
3 3 2 8 2 0 56 0 27 
3 0 1 6 2 1 71 0 27 
0 6 3 4 2 1 13 0 27 
2 5 0 8 0 4 71 0 27 
3 3 2 8 2 0 56 0 36 
3 1 2 4 2 0 56 3 35 
5 6 1 6 0 5 56 0 27 
3 1 1 4 0 5 56 0 27 
2 6 2 6 1 3 56 0 27 
0 5 0 4 0 2 56 0 27 
5 5 1 6 0 5 71 0 27 
2 5 4 2 2 5 56 0 27 
4 2 1 4 1 3 71 0 27 
4 1 2 4 0 5 71 4 35 
0 3 2 8 0 5 3 1 5 
0 3 4 0 0 5 29 1 57 
0 4 2 4 0 1 71 0 27 
5 6 5 7 0 1 56 0 27 
2 4 0 8 0 2 71 3 27 
0 3 1 6 0 5 71 0 31 
0 2 4 6 0 2 71 0 27 
2 5 0 2 0 1 27 3 31 
3 1 2 4 0 4 71 0 27 
0 3 2 4 0 4 56 0 27 
3 2 1 6 0 4 23 0 27 
4 4 2 4 0 5 27 1 21 
0 5 1 4 0 4 56 0 27 
3 2 2 4 0 5 29 0 42 
3 2 2 5 0 5 29 3 55 
3 1 4 8 0 2 56 3 35 
3 1 1 4 1 3 72 3 40 
5 6 5 7 0 2 23 2 71 
0 4 2 6 0 5 71 0 27 
0 4 0 7 0 2 58 0 66 
0 4 0 6 0 4 71 0 27 
4 1 2 4 0 3 71 0 27 
3 1 2 3 0 0 16 0 27 
0 3 1 7 0 2 71 0 27 
5 6 0 6 0 5 56 0 27 
3 1 0 4 0 2 29 0 52 
0 5 0 7 0 0 58 0 48 
0 3 4 2 0 2 29 3 43 
0 3 1 6 0 5 56 0 27 
4 2 2 8 0 0 57 3 41 
0 6 0 8 0 2 56 0 27 
0 5 0 4 0 2 56 4 36 
3 2 2 6 0 2 56 0 27 
1 3 2 4 0 0 56 3 36 
0 4 1 7 0 0 13 0 27 
2 6 4 2 0 0 0 1 26 
0 5 4 6 0 2 56 0 27 
0 6 5 6 0 2 71 0 27 
3 4 3 8 0 2 71 0 27 
3 2 2 4 0 5 56 0 27 
0 3 1 7 0 2 23 1 21 
0 3 2 7 0 4 71 0 27 
0 3 2 8 0 5 56 0 27 
0 2 1 4 0 1 56 0 27 
0 4 1 7 0 2 29 3 52 
0 2 1 6 0 4 56 0 27 
0 4 1 6 1 2 56 0 27 
5 6 1 6 0 5 56 0 27 
5 6 1 6 0 5 71 0 27 
3 3 0 6 0 5 16 0 27 
0 4 0 6 0 5 71 3 36 
0 2 3 8 0 5 56 0 27 
0 4 2 8 0 5 56 0 27 
3 2 2 4 0 5 71 3 28 
0 4 1 8 0 5 71 0 27 
3 2 2 2 0 5 71 0 27 
0 6 1 4 0 4 56 0 27 
1 2 2 4 0 5 32 3 27 
4 2 1 6 0 5 26 1 21 
0 4 2 6 0 2 56 0 27 
3 2 0 4 0 5 57 3 40 
3 2 4 6 0 5 56 4 27 
0 4 4 2 0 5 56 3 27 
3 2 2 8 0 5 58 1 55 
0 4 0 4 0 5 13 0 27 
3 2 1 4 0 5 56 0 27 
1 2 2 3 0 5 76 4 64 
1 1 5 6 0 5 37 3 75 
3 1 2 8 0 5 71 4 35 
4 3 2 4 0 5 54 1 9 
0 4 0 4 0 5 56 3 35 
3 4 1 7 0 5 56 0 27 
0 3 0 6 0 5 16 1 64 
3 4 5 6 0 5 16 0 27 
0 4 1 6 0 5 16 1 21 
0 4 5 4 2 1 56 4 31 
5 6 5 6 0 2 71 0 27 
3 1 4 4 2 0 56 3 35 
3 0 0 6 0 2 71 0 27 
0 3 1 7 0 2 23 3 27 
3 0 2 6 2 0 56 3 36 
0 6 0 4 0 2 23 0 27 
0 5 2 3 2 5 6 3 69 
2 1 2 8 2 0 56 0 27 
0 3 1 7 0 4 75 0 52 
5 6 2 6 2 0 56 0 27 
3 1 1 8 0 4 56 0 27 
3 1 2 6 0 3 71 1 36 
3 1 2 8 2 0 29 3 76 
2 4 0 4 2 5 71 0 27 
3 4 2 1 2 0 56 0 27 
3 1 2 8 2 5 56 0 27 
4 2 2 8 2 0 56 2 36 
0 1 2 4 2 1 53 1 24 
3 1 4 2 2 5 58 0 71 
3 1 2 4 0 2 71 0 27 
3 1 2 7 1 3 71 3 36 
0 1 2 7 0 1 56 0 27 
0 5 2 3 1 3 37 1 77 
3 2 2 7 0 1 75 0 52 
3 1 1 4 1 3 71 0 27 
0 4 1 4 1 2 56 0 27 
5 5 0 6 0 4 71 0 27 
2 3 2 8 0 4 71 0 27 
3 3 2 2 0 5 71 3 32 
0 6 1 7 1 3 56 0 27 
3 1 2 4 0 2 56 0 27 
4 1 4 6 0 2 56 0 27 
5 6 0 6 1 2 56 0 36 
0 3 4 2 0 4 56 0 27 
3 3 2 4 1 3 71 0 27 
0 4 1 6 0 5 16 4 31 
0 5 1 7 0 2 29 0 47 
0 5 1 6 0 4 56 0 27 
0 3 1 6 0 2 71 0 27 
3 1 2 3 0 1 56 0 27 
3 3 1 4 0 5 56 0 27 
3 0 2 4 0 2 56 0 27 
0 2 4 8 0 5 23 0 20 
2 3 1 6 0 2 56 0 27 
3 1 2 4 0 1 56 0 27 
3 5 3 2 1 3 56 0 27 
0 5 1 2 0 5 56 0 27 
3 3 2 3 2 0 56 0 27 
3 2 2 8 2 0 56 0 27 
0 4 4 3 0 4 29 0 42 
5 6 0 4 0 5 56 0 27 
3 1 2 4 0 4 71 0 27 
3 2 2 4 0 1 56 0 27 
0 3 1 4 0 4 71 0 27 
2 3 2 3 0 5 56 3 32 
5 3 0 7 1 5 58 0 48 
1 3 4 2 0 5 56 0 27 
2 5 1 6 0 4 71 0 27 
3 1 0 4 2 2 58 0 66 
3 3 1 4 2 2 56 0 27 
